epoch,capsnet_accuracy,capsnet_loss,decoder_loss,loss,val_capsnet_accuracy,val_capsnet_loss,val_decoder_loss,val_loss
0,0.08651666343212128,0.8094266057014465,0.07377553731203079,0.838350772857666,0.0,0.0,0.0,0.0
1,0.8710833191871643,0.1307624727487564,0.0509740374982357,0.15074428915977478,0.0,0.0,0.0,0.0
2,0.9783833622932434,0.027269812300801277,0.0423736646771431,0.04388028383255005,0.0,0.0,0.0,0.0
3,0.9839333295822144,0.019451672211289406,0.037553105503320694,0.03417249396443367,0.0,0.0,0.0,0.0
4,0.9873999953269958,0.01562410593032837,0.03415955975651741,0.029014652594923973,0.0,0.0,0.0,0.0
5,0.989383339881897,0.013071181252598763,0.032463785260915756,0.025796988978981972,0.0,0.0,0.0,0.0
6,0.9910833239555359,0.011360622942447662,0.031267598271369934,0.023617520928382874,0.0,0.0,0.0,0.0
7,0.9926000237464905,0.009900543838739395,0.03018282540142536,0.021732212975621223,0.0,0.0,0.0,0.0
8,0.9939833283424377,0.008388727903366089,0.02928069420158863,0.019866758957505226,0.0,0.0,0.0,0.0
9,0.994783341884613,0.007526406552642584,0.028490407392382622,0.01869463548064232,0.0,0.0,0.0,0.0
10,0.995199978351593,0.006689019966870546,0.027788406237959862,0.017582090571522713,0.0,0.0,0.0,0.0
11,0.9963333606719971,0.005748499184846878,0.027107786387205124,0.016374759376049042,0.0,0.0,0.0,0.0
12,0.9971500039100647,0.0051041701808571815,0.026427147909998894,0.015463616698980331,0.0,0.0,0.0,0.0
13,0.997083306312561,0.004546887706965208,0.025779930874705315,0.014652615413069725,0.0,0.0,0.0,0.0
14,0.9979666471481323,0.004025510046631098,0.025208184495568275,0.013907129876315594,0.0,0.0,0.0,0.0
15,0.9980166554450989,0.0035488216672092676,0.02470129355788231,0.013231728225946426,0.0,0.0,0.0,0.0
16,0.998533308506012,0.0030997933354228735,0.024271570146083832,0.012614244595170021,0.0,0.0,0.0,0.0
17,0.9987333416938782,0.002699030563235283,0.023894937708973885,0.01206583995372057,0.0,0.0,0.0,0.0
18,0.9989166855812073,0.002417955780401826,0.023591890931129456,0.01166597194969654,0.0,0.0,0.0,0.0
19,0.9992333054542542,0.0021568697411566973,0.023331858217716217,0.011302972212433815,0.0,0.0,0.0,0.0
20,0.9993166923522949,0.0019440551986917853,0.023102469742298126,0.01100021880120039,0.0,0.0,0.0,0.0
21,0.9994500279426575,0.0017536263912916183,0.02288845181465149,0.010725889354944229,0.0,0.0,0.0,0.0
22,0.9993666410446167,0.0016228402964770794,0.022724807262420654,0.010530970059335232,0.0,0.0,0.0,0.0
23,0.9995666742324829,0.0014278278686106205,0.022549554705619812,0.010267255827784538,0.0,0.0,0.0,0.0
24,0.9995833039283752,0.0013384786434471607,0.022416504099965096,0.010125751607120037,0.0,0.0,0.0,0.0
25,0.9996333122253418,0.0012160659534856677,0.022289006039500237,0.009953347966074944,0.0,0.0,0.0,0.0
26,0.9996333122253418,0.0010966002009809017,0.022172125056385994,0.00978807546198368,0.0,0.0,0.0,0.0
27,0.9997333288192749,0.0010446824599057436,0.022070037201046944,0.009696128778159618,0.0,0.0,0.0,0.0
28,0.999750018119812,0.0009586680680513382,0.021977810189127922,0.009573967196047306,0.0,0.0,0.0,0.0
29,0.9997166395187378,0.0009106411598622799,0.02189532294869423,0.009493609890341759,0.0,0.0,0.0,0.0
30,0.9997333288192749,0.0008506494341418147,0.02181587740778923,0.009402481839060783,0.0,0.0,0.0,0.0
31,0.9997666478157043,0.0008083006250672042,0.021749094128608704,0.00933393556624651,0.0,0.0,0.0,0.0
32,0.9997666478157043,0.0007572569884359837,0.021684914827346802,0.009257737547159195,0.0,0.0,0.0,0.0
33,0.9997833371162415,0.0007249864866025746,0.02162565477192402,0.009202241897583008,0.0,0.0,0.0,0.0
34,0.9998000264167786,0.0007006573141552508,0.021573640406131744,0.009157520718872547,0.0,0.0,0.0,0.0
35,0.999833345413208,0.0006736765499226749,0.02152431569993496,0.00911120418459177,0.0,0.0,0.0,0.0
36,0.9998000264167786,0.0006444780738092959,0.021481676027178764,0.0090652946382761,0.0,0.0,0.0,0.0
37,0.9998166561126709,0.0006230350700207055,0.021441975608468056,0.009028293192386627,0.0,0.0,0.0,0.0
38,0.9998166561126709,0.0006075993296690285,0.021403294056653976,0.008997684344649315,0.0,0.0,0.0,0.0
39,0.999833345413208,0.0005885512218810618,0.02136945351958275,0.008965376764535904,0.0,0.0,0.0,0.0
40,0.9998166561126709,0.0005754635203629732,0.021338967606425285,0.008940339088439941,0.0,0.0,0.0,0.0
41,0.999833345413208,0.0005600799340754747,0.021311456337571144,0.008914177305996418,0.0,0.0,0.0,0.0
42,0.999833345413208,0.0005469206953421235,0.021284937858581543,0.008890618570148945,0.0,0.0,0.0,0.0
43,0.999833345413208,0.000537299201823771,0.021262135356664658,0.00887205358594656,0.0,0.0,0.0,0.0
44,0.999833345413208,0.0005281290505081415,0.02124130167067051,0.008854714222252369,0.0,0.0,0.0,0.0
45,0.999833345413208,0.0005200615851208568,0.021221384406089783,0.008838851004838943,0.0,0.0,0.0,0.0
46,0.999833345413208,0.0005127123440615833,0.02120419219136238,0.008824758231639862,0.0,0.0,0.0,0.0
47,0.999833345413208,0.0005033686757087708,0.0211879163980484,0.008809042163193226,0.0,0.0,0.0,0.0
48,0.999833345413208,0.0005012392648495734,0.021174633875489235,0.008801694959402084,0.0,0.0,0.0,0.0
49,0.999833345413208,0.0004950377624481916,0.021160457283258438,0.00878993421792984,0.0,0.0,0.0,0.0
